session_id,question_id,start_ts,end_ts,duration_s,blink_count,blink_rate,eye_open_mean,eye_open_std,head_move_mean,head_move_std,gaze_move_mean,gaze_move_std
s001,q01,1769726821.3249571,1769726830.5084121,9.183454990386963,2,0.217782958820352,0.37356961910485526,0.04759022595084321,0.001638101502908865,0.00226369597547162,0.0014418552913165817,0.0019676289122281883
